国/粤语歌曲,#genre#
IPTV抗战剧场高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/59809212?profile=pass
IPTV搞笑动画高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1274570378?profile=pass
IPTV故事频道高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/935092251?profile=pass
IPTV故事频道高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/841574977?profile=pass
IPTV甜宠剧场高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/2079967506?profile=pass
IPTV电竞高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/369916269?profile=pass
IPTV电竞高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/2132889147?profile=pass
IPTV电竞高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/961112704?profile=pass
IPTV精选热播高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1022402950?profile=pass
IPTV经典剧场高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1420463760?profile=pass
IPTV经典剧场高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1925592896?profile=pass
IPTV综艺纪实高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/523653846?profile=pass
IPTV芒果互娱,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/279389601?profile=pass
IPTV芒果互娱高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/802585587?profile=pass
IPTV高清院线高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/326404831?profile=pass
IPTV高清院线高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1931884844?profile=pass
CCTV世界地理,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1323234504?profile=pass
CCTV兵器科技,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1439744504?profile=pass
CCTV老故事,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/171771279?profile=pass
CCTV风云足球,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1349847313?profile=pass
BRTV影视高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1214728210?profile=pass
BRTV文艺高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/845569955?profile=pass
BRTV新闻高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1304982918?profile=pass
V,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/417116980?profile=pass
云南卫视高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1036341983?profile=pass
北京IPTV 4K超清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/986339527?profile=pass
北京IPTV淘电影,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1020059470?profile=pass
北京IPTV淘精彩,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1817797576?profile=pass
峨眉电影高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/602661278?profile=pass
星空卫视,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/84167277?profile=pass
欢笑4K,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/538711416?profile=pass
湖南公共高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1935759461?profile=pass
湖南公共高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/119521467?profile=pass
湖南国际高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/625273041?profile=pass
湖南国际高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1319434054?profile=pass
湖南娱乐高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1558217389?profile=pass
湖南娱乐高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/370329115?profile=pass
湖南教育高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/366882976?profile=pass
湖南教育高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/711533509?profile=pass
湖南电影高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1973352444?profile=pass
湖南电影高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1541057034?profile=pass
湖南电视剧,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1759634318?profile=pass
湖南电视剧,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1908851082?profile=pass
湖南经视高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1940162638?profile=pass
湖南经视高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1041771917?profile=pass
湖南都市高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/952256007?profile=pass
湖南都市高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1176554087?profile=pass
爱上4K,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1311313018?profile=pass
玄影4K,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1741733869?profile=pass
甘肃卫视高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/5374978?profile=pass
芒果乐搜高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/540362409?profile=pass
芒果乐搜高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/904982363?profile=pass
芒果乐活高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1181537035?profile=pass
芒果汽车高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/2098518532?profile=pass
芒果热剧高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1640970171?profile=pass
芒果热播高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/409646541?profile=pass
芒果热播高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/947345778?profile=pass
陕西卫视高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/469174452?profile=pass
青海卫视高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1003748480?profile=pass
高尔夫网球,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1507585669?profile=pass
宜昌交通广播,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/118737471?profile=pass
宜昌健康广播,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1596389580?profile=pass
宜昌新闻广播,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/533030066?profile=pass
宜昌都市广播,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/2022829565?profile=pass
秭归人民广播电台,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/625000933?profile=pass
CCTV发现之旅,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/815992011?profile=pass
CCTV音乐,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1097943953?profile=pass
宜昌旅游生活频道,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1514461421?profile=pass
宜昌综合频道,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/96422771?profile=pass
CCTV11,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/858990779?profile=pass
CCTV15,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/528398229?profile=pass
熊猫影院高清,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1553429032?profile=pass
北京IPTV淘剧场,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/618421913?profile=pass
睛彩广场舞,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1051665556?profile=pass
北京IPTV淘娱乐,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/765575551?profile=pass
CCTV13,http://wuyuanlongguo186.asuscomm.com:20000/stream/channelid/1506736605?profile=pass

中山有线,#genre#
CCTV1(高清),http://183.45.172.255:9981/stream/channelid/1072402114?ticket=156e749fd447090037405bf6fa0701562e93040b&profile=pass
CCTV10科教,http://183.45.172.255:9981/stream/channelid/2074455784?ticket=649da98e7a501d7979f9eb36bf9b0ae6aa3c19a2&profile=pass
CCTV10高清,http://183.45.172.255:9981/stream/channelid/304917592?ticket=31a6849a62ab0b4a819264ea9dbf05daa0f4bf35&profile=pass
CCTV11戏曲,http://183.45.172.255:9981/stream/channelid/667846742?ticket=e2a6747aa520217433dbc450b9b67661ccfe5f18&profile=pass
CCTV12社会,http://183.45.172.255:9981/stream/channelid/1818645862?ticket=9eb06563693ec43a692d01bb677c90e837904033&profile=pass
CCTV12高清,http://183.45.172.255:9981/stream/channelid/1821396527?ticket=47b92b0b67435ba27cdffa79dbd2594835ae1e71&profile=pass
CCTV13新闻,http://183.45.172.255:9981/stream/channelid/829129454?ticket=a0e5d0b79e8893f019cd4a8182b0c325155cf4eb&profile=pass
CCTV13高清,http://183.45.172.255:9981/stream/channelid/1763556734?ticket=4f5cc4de37f6e659f88dee89efdf225448954cfc&profile=pass
CCTV14少儿,http://183.45.172.255:9981/stream/channelid/1278420698?ticket=9013d4ae0e94ac00d765c4ecc329ade06a98ab77&profile=pass
CCTV14高清,http://183.45.172.255:9981/stream/channelid/1296351717?ticket=8798d06b86d8c357f3d8df219dead94646f014c5&profile=pass
CCTV15音乐,http://183.45.172.255:9981/stream/channelid/1350821689?ticket=e04f8896a5a2f83d78a26cb1c1ab12e8ff58b838&profile=pass
CCTV16高清,http://183.45.172.255:9981/stream/channelid/1088230401?ticket=54d287f9b181ba55d18c41454902cf64db5fd433&profile=pass
CCTV17农业,http://183.45.172.255:9981/stream/channelid/1987168170?ticket=ca0ef3147060469292be812c99aefd930bd54b1c&profile=pass
CCTV17高清,http://183.45.172.255:9981/stream/channelid/1908538137?ticket=793c62d216b3d9a463e6c9acad4c6637c0e75d90&profile=pass
CCTV1综合,http://183.45.172.255:9981/stream/channelid/1718158316?ticket=e59b4fe796bedbedfeb1299ff63e80744370cb17&profile=pass
CCTV2(高清),http://183.45.172.255:9981/stream/channelid/2007666683?ticket=40434311f429b47b4c0f55f2389d1eb0b68f1284&profile=pass
CCTV2财经,http://183.45.172.255:9981/stream/channelid/383605361?ticket=b00877eb6fb460d1cb0d8ebb0ef068c1ef4d4593&profile=pass
CCTV3(高清),http://183.45.172.255:9981/stream/channelid/742159208?ticket=d79f8873fd4cb9065701de94fdfd3a920f98ea49&profile=pass
CCTV3综艺,http://183.45.172.255:9981/stream/channelid/1788173770?ticket=4846c121099c8a8fb2027de9cd0eda4701819280&profile=pass
CCTV4(高清),http://183.45.172.255:9981/stream/channelid/467612784?ticket=1ad5033b94f774e8105059d0f757509148682543&profile=pass
CCTV4中文国际,http://183.45.172.255:9981/stream/channelid/912793328?ticket=9e13d3803bb71ddbe6fdb237a40e44b65653787c&profile=pass
CCTV5(高清),http://183.45.172.255:9981/stream/channelid/436404171?ticket=a72302b2d4e71a06dab4d859fb3176c9ab646b46&profile=pass
CCTV5+高清,http://183.45.172.255:9981/stream/channelid/407961130?ticket=8c8f856a8bc7fa4fcf2957ece1785799322050c1&profile=pass
CCTV5体育,http://183.45.172.255:9981/stream/channelid/1095864120?ticket=8ef2e0b1368779d96dadd79ff528f78e18c0a8de&profile=pass
CCTV6(高清),http://183.45.172.255:9981/stream/channelid/2082129305?ticket=30ff0321924d0cc02af6359937a9bc43c21d76dc&profile=pass
CCTV6电影,http://183.45.172.255:9981/stream/channelid/1739895823?ticket=d769b5ef8fbb9b312155330ee1b38775aa68936b&profile=pass
CCTV7(高清),http://183.45.172.255:9981/stream/channelid/336727846?ticket=4f690a6cac627b7f11f092d11920bffc08c611ad&profile=pass
CCTV7国防军事,http://183.45.172.255:9981/stream/channelid/1457184713?ticket=570251af4818ad45499587f32e9834db71b4420b&profile=pass
CCTV8(高清),http://183.45.172.255:9981/stream/channelid/8447074?ticket=ca5cf7e38a5c2c2d541f321812b4383aa2118e5d&profile=pass
CCTV8电视剧,http://183.45.172.255:9981/stream/channelid/135263933?ticket=9db76b12b6bb42542b1c36b47ffa4e40dfbac6b2&profile=pass
CCTV9(高清),http://183.45.172.255:9981/stream/channelid/602687016?ticket=aef8386a8612a9e416a9cb1f667a8c7b0c06f7bf&profile=pass
CCTV9纪录,http://183.45.172.255:9981/stream/channelid/928974610?ticket=b2e07d4e18d2604e6afbaf4f01d8f3cb17f9b478&profile=pass
CCTVnews,http://183.45.172.255:9981/stream/channelid/563345046?ticket=16d183da04f2808d8367ab8b6abf6538a413bf4b&profile=pass
CHC动作电影高清,http://183.45.172.255:9981/stream/channelid/1733358306?ticket=35075bcb24931583675cb912251af633b25fe79e&profile=pass
CHC家庭影院特色,http://183.45.172.255:9981/stream/channelid/342382808?ticket=759d8fde085b4fbdf5812d1ba85dfb16e76d5aee&profile=pass
CHC家庭影院高清,http://183.45.172.255:9981/stream/channelid/935286883?ticket=394894f3ed8e81b207a5ba62cff8a98b459304c7&profile=pass
CHC高清电影高清,http://183.45.172.255:9981/stream/channelid/339706910?ticket=484585caf23a1cecc8dd5a2e574399b50197bfa3&profile=pass
G导视,http://183.45.172.255:9981/stream/channelid/269350779?ticket=999492a4d31025e89ba6c2785b8bb98179dceef2&profile=pass
G导视(高清),http://183.45.172.255:9981/stream/channelid/71681920?ticket=85d2a44dc9ac3ced15bdb089b6fcde9f09e618b2&profile=pass
mosaic1,http://183.45.172.255:9981/stream/channelid/2099136865?ticket=f3ee6818db538a7e98b3a82473d91a8ca276ceb8&profile=pass
mosaic2,http://183.45.172.255:9981/stream/channelid/1963874065?ticket=20a911eaedb7648a915f9cd64ac5ff3bb54c271a&profile=pass
世界地理(特色),http://183.45.172.255:9981/stream/channelid/863699937?ticket=a0ffc9291f13a5ef89112b0fee9ef939a185eaff&profile=pass
世界地理(高清),http://183.45.172.255:9981/stream/channelid/244915067?ticket=50770284a548c4647c5e11239f4cc66ddbe6f1da&profile=pass
东南卫视,http://183.45.172.255:9981/stream/channelid/925137942?ticket=b4c8f2a8ca46db64419f3786effde56c1ee540dd&profile=pass
东南卫视(高清),http://183.45.172.255:9981/stream/channelid/693509091?ticket=1db783de8c7418673477fc446b59a216f4422451&profile=pass
东方卫视,http://183.45.172.255:9981/stream/channelid/1550354119?ticket=f31be90ebec97a6d1731c2a0eca2da5df2039831&profile=pass
东方卫视(高清),http://183.45.172.255:9981/stream/channelid/1641582004?ticket=f1298cc3aad880923459de5c8045f3c36dd1940b&profile=pass
东方财经(特色),http://183.45.172.255:9981/stream/channelid/1116896732?ticket=2df4dd8bad09e643f37480ecd67666e6e7d7cf2f&profile=pass
东方财经高清特色,http://183.45.172.255:9981/stream/channelid/1948389420?ticket=092b014147be8fca9137a6dfd7f9392d840760c0&profile=pass
中华特产(特色),http://183.45.172.255:9981/stream/channelid/1065918033?ticket=0ba6fc75497d2042835d06bd5f016ebf20c61a56&profile=pass
中华美食(高清),http://183.45.172.255:9981/stream/channelid/563626239?ticket=690847c31be96292dca54ccf996a92980770d00a&profile=pass
中国教育(特色),http://183.45.172.255:9981/stream/channelid/1375526514?ticket=f0d6dbd71ebc2051330d1803da5c0245d89c4eda&profile=pass
中国气象(特色),http://183.45.172.255:9981/stream/channelid/568665158?ticket=1e8daf0f9bd62d6522a90b6d8a908edf92ab3282&profile=pass
中山公共,http://183.45.172.255:9981/stream/channelid/167536931?ticket=7570f2141b01bb21e8793ea81ef02b4a7adbc78a&profile=pass
中山综合,http://183.45.172.255:9981/stream/channelid/1266494354?ticket=ef753c4640e06241f05f0c9d367f5a6bd6485f8e&profile=pass
中山综合(高清),http://183.45.172.255:9981/stream/channelid/676452601?ticket=9b19ae65de756920e9cb64a019e2bd6c7387ab7c&profile=pass
乐游(特色),http://183.45.172.255:9981/stream/channelid/1099547929?ticket=039904b7df0b08dc2b67c6938e1630eb1a11473d&profile=pass
乐游(特色高清),http://183.45.172.255:9981/stream/channelid/1705557833?ticket=324da5def60383dafdb42b9c3a23dacb52965b25&profile=pass
乒羽频道(特色),http://183.45.172.255:9981/stream/channelid/381872704?ticket=4397a4efc2dd2be769a3110e70e78b6f4b464289&profile=pass
书画(特色),http://183.45.172.255:9981/stream/channelid/2460425?ticket=e1b7a6198279c0e253b7deeb9c5588ea8091c591&profile=pass
优优宝贝(特色),http://183.45.172.255:9981/stream/channelid/2103128473?ticket=bc0a00e6f40397808164149eca7be8efd9e32d9a&profile=pass
优漫卡通,http://183.45.172.255:9981/stream/channelid/1198448721?ticket=473a0fd5c67ccf6fb00c3c2b645747e3d3ef4575&profile=pass
优购物,http://183.45.172.255:9981/stream/channelid/377333998?ticket=cdbf42e864cec60e796c53f9d2f5526b3ce2fa35&profile=pass
兵器科技(特色),http://183.45.172.255:9981/stream/channelid/632276728?ticket=8acc101188be9fe77a773023d4649ff9235d6122&profile=pass
兵器科技(高清),http://183.45.172.255:9981/stream/channelid/1126461001?ticket=9d6263b112cc9fcab893549fe25d30de7d45bef3&profile=pass
内蒙古汉语卫视,http://183.45.172.255:9981/stream/channelid/1133137605?ticket=0c51244b4b550036bd77bdf8cf7e2d8757b430f8&profile=pass
凤凰中文,http://183.45.172.255:9981/stream/channelid/1750122852?ticket=82b5d6abf3bfdeed9a52d1a7e84607dc22d5e98d&profile=pass
动漫秀场(特色),http://183.45.172.255:9981/stream/channelid/1296844013?ticket=72215d878c55cf2b1070fda932f92c4d2a764b6b&profile=pass
动漫秀场高清特色,http://183.45.172.255:9981/stream/channelid/1514860169?ticket=07a42d3018e1e8f684d81e732c8a946862ebc9bc&profile=pass
劲爆体育(特色),http://183.45.172.255:9981/stream/channelid/242079043?ticket=4f9702b92c5285971089977ddbb3fb5eeff29d76&profile=pass
劲爆体育高清特色,http://183.45.172.255:9981/stream/channelid/1898469223?ticket=948024b902189d1ccb8d450d63f6cf41e4911dd3&profile=pass
北京卫视,http://183.45.172.255:9981/stream/channelid/44900952?ticket=c483d59e5db3d99468f8edec18e37765a727f310&profile=pass
北京卫视(高清),http://183.45.172.255:9981/stream/channelid/327585913?ticket=97870b733199dcea4bf34d533cfe9461251dd92f&profile=pass
北京纪实科教,http://183.45.172.255:9981/stream/channelid/798153661?ticket=2beccd15d1fe31eba82e4fb157e9335fbefba6ce&profile=pass
北京纪实科教高清,http://183.45.172.255:9981/stream/channelid/783388545?ticket=f1de4213ae96f5097a5e041d589f741e0705fff3&profile=pass
南方购物,http://183.45.172.255:9981/stream/channelid/1319037970?ticket=fd912f0ee5bd67389a1a3ba7bd80d4cebe145833&profile=pass
卡酷少儿(特色),http://183.45.172.255:9981/stream/channelid/1521246605?ticket=db26823354067d0c53aea8c85646fa504f02491e&profile=pass
卫生健康(特色),http://183.45.172.255:9981/stream/channelid/81731656?ticket=bb89d4b2cb6dd9b8c78bf09f4f4efda0cbfe4ce6&profile=pass
吉林卫视,http://183.45.172.255:9981/stream/channelid/2138542537?ticket=52814961042beb11edf226b2f5ed60404aa55e35&profile=pass
吉林卫视(高清),http://183.45.172.255:9981/stream/channelid/1024424914?ticket=65ddef8a676117c9c7a3e0e8f9872e0c0a4107cf&profile=pass
嘉佳卡通,http://183.45.172.255:9981/stream/channelid/1846329398?ticket=540f6637b9ab55dd66b7c848eed11d6b2a010d90&profile=pass
四川卫视,http://183.45.172.255:9981/stream/channelid/2145660440?ticket=d899168f10dae9914c94bf567d543760d563b29a&profile=pass
四海钓鱼(特色),http://183.45.172.255:9981/stream/channelid/41478878?ticket=3cc04f93aa56511ede178086ade93e538d79529e&profile=pass
国学(特色),http://183.45.172.255:9981/stream/channelid/722451131?ticket=2b310ea2426a39c5c084e7eee1cd13eb2bddf7f6&profile=pass
大湾区卫视,http://183.45.172.255:9981/stream/channelid/646124052?ticket=e17a9738fe258da95ae5a9f7ebe5859faef71c88&profile=pass
天元围棋(特色),http://183.45.172.255:9981/stream/channelid/1511786581?ticket=c692fa2eb0bb3d5b860540d1f6905c100e4bf73f&profile=pass
天津卫视,http://183.45.172.255:9981/stream/channelid/1637094430?ticket=cd812508b1a0aa254c4e2d13223ed86b99c758db&profile=pass
天津卫视(高清),http://183.45.172.255:9981/stream/channelid/12031002?ticket=9a1f72083a118b5e3c9ee43cd348c4be2685b87b&profile=pass
央广购物,http://183.45.172.255:9981/stream/channelid/601867814?ticket=11555be54702c04ca166b433cad454f96074eb07&profile=pass
央广购物(高清),http://183.45.172.255:9981/stream/channelid/1886621062?ticket=05b36917586a28be8d2ba95e9bd854928c9c90d7&profile=pass
央视台球(高清),http://183.45.172.255:9981/stream/channelid/1965518563?ticket=825c691ea39a0202babc0432f9ec3f8043eb1faa&profile=pass
央视精品(特色),http://183.45.172.255:9981/stream/channelid/560555903?ticket=415b9090e793831279f46e08a529d2d8bf6af86a&profile=pass
女性时尚(特色),http://183.45.172.255:9981/stream/channelid/789404012?ticket=3a1a2eca61d95fda9321a027fbbd0330d0ffc49b&profile=pass
女性时尚(高清),http://183.45.172.255:9981/stream/channelid/1851114881?ticket=863a0bb0aba5c694a14e11011cb355984005cbfd&profile=pass
安徽卫视,http://183.45.172.255:9981/stream/channelid/1994252226?ticket=d3339831728869ebbf530ea3c86a11f6b543f73b&profile=pass
安徽卫视(高清),http://183.45.172.255:9981/stream/channelid/1128483787?ticket=7ea4d9542e5759140824f4028d54b98430f57797&profile=pass
宜和购物,http://183.45.172.255:9981/stream/channelid/710577655?ticket=feaece9b64d6e6a4ae95f8e038900b3ddfaee5b9&profile=pass
家家购物,http://183.45.172.255:9981/stream/channelid/1878763531?ticket=37c7d46c024289d74cbb35b6447c8de0dcd0f4be&profile=pass
家庭理财(特色),http://183.45.172.255:9981/stream/channelid/1865505472?ticket=5e0fad9ade0fa23b2c6e843d51154639d89fb664&profile=pass
山东卫视,http://183.45.172.255:9981/stream/channelid/243081432?ticket=d188382ed26e94db445146a30e885ad940834061&profile=pass
山东卫视(高清),http://183.45.172.255:9981/stream/channelid/110018179?ticket=0200cda276690d61abce73858211f18a0c1ad12e&profile=pass
岭南戏曲(特色),http://183.45.172.255:9981/stream/channelid/363294061?ticket=21cc18bed53f07d058e075cfb052acca840a3071&profile=pass
广东体育,http://183.45.172.255:9981/stream/channelid/2121109551?ticket=8d8db44bd1b3bb6e136a5fae808894ec1438dbe7&profile=pass
广东体育(高清),http://183.45.172.255:9981/stream/channelid/198086004?ticket=fd69ea23d30b84e7d3982c0b00db4638499ea368&profile=pass
广东卫视,http://183.45.172.255:9981/stream/channelid/1688417766?ticket=084383632fbf0367294f845c10213f1688c6840b&profile=pass
广东卫视(高清),http://183.45.172.255:9981/stream/channelid/1621198100?ticket=9de804d00676fdec6e1e56d52b7cb5a2b2a2da57&profile=pass
广东少儿,http://183.45.172.255:9981/stream/channelid/89228119?ticket=d996aab2f7d653931506e9caea59922710bc85e8&profile=pass
广东影视,http://183.45.172.255:9981/stream/channelid/1994931623?ticket=c6061d8a79a310e44884beca66a861b5b1b12b75&profile=pass
广东新闻,http://183.45.172.255:9981/stream/channelid/2023332961?ticket=b504173a9f43377df241686a5459c80697d2d93d&profile=pass
广东民生,http://183.45.172.255:9981/stream/channelid/1459115673?ticket=a49643c8f1ec0374f096c2869bf34162fa2ca253&profile=pass
广东珠江,http://183.45.172.255:9981/stream/channelid/283244723?ticket=74ba9e3b96606914e903a704631461d0b716fde7&profile=pass
广东珠江(高清),http://183.45.172.255:9981/stream/channelid/218438694?ticket=69456dcdeab93b481077a9be988c46ec6d13b93f&profile=pass
快乐垂钓高清特色,http://183.45.172.255:9981/stream/channelid/1353284274?ticket=355bc592430487961c980b2db136fa9504bbcd0f&profile=pass
快乐购,http://183.45.172.255:9981/stream/channelid/1588263926?ticket=df24a55f210750606e0d71430c51494621143bce&profile=pass
快乐购(高清),http://183.45.172.255:9981/stream/channelid/1742883699?ticket=3a22df23aa3071adc46f9c820d88794d37934111&profile=pass
怀旧剧场(特色),http://183.45.172.255:9981/stream/channelid/937337575?ticket=ce000ff720c9739a777489b98067ea08261a9785&profile=pass
怀旧剧场(高清),http://183.45.172.255:9981/stream/channelid/253398282?ticket=0c9aeab6aebdcaa280162a9a0c726d7550a6ac0f&profile=pass
收藏天下(特色),http://183.45.172.255:9981/stream/channelid/82434238?ticket=5f59f5062591cdc65c8a088e68b0416096e173bc&profile=pass
数字导视,http://183.45.172.255:9981/stream/channelid/1785327335?ticket=a2182d33f4080c348365655bf13d890c082b1605&profile=pass
文化精品(高清),http://183.45.172.255:9981/stream/channelid/292073458?ticket=b8cf685e68b8d150c0b50ea2ea976162f3d00b52&profile=pass
新疆兵团卫视,http://183.45.172.255:9981/stream/channelid/2140871995?ticket=33f037bd506130daddf8f719cefd69b8a999b606&profile=pass
新疆卫视,http://183.45.172.255:9981/stream/channelid/274128305?ticket=eb3d830c7b0ed28e0a17ec977a1fc9c62f1d039e&profile=pass
新视觉(高清特色),http://183.45.172.255:9981/stream/channelid/49805374?ticket=62aa1ef391a7a3938bc86da01dfad1b44d048c4d&profile=pass
早期教育(高清),http://183.45.172.255:9981/stream/channelid/1036878157?ticket=f09e8404be70a445c76d86e767a40063a6731adc&profile=pass
明珠台,http://183.45.172.255:9981/stream/channelid/1984429248?ticket=79def817b06c08f9bad739321f6fafc38285255b&profile=pass
本港台,http://183.45.172.255:9981/stream/channelid/352773882?ticket=78479c84a9fa7e6c8df9503a363546ac3708556f&profile=pass
求索纪录高清特色,http://183.45.172.255:9981/stream/channelid/1672668565?ticket=969e1cbeb75979c95ef1c87b4642e1aa2a333f71&profile=pass
江苏卫视,http://183.45.172.255:9981/stream/channelid/417416268?ticket=b5d859bbd60cccdd89713ee05ceb79e6ddce80a2&profile=pass
江苏卫视(高清),http://183.45.172.255:9981/stream/channelid/409128483?ticket=afd10fecc8077991d6df6059b01897730d7d27f4&profile=pass
江西卫视,http://183.45.172.255:9981/stream/channelid/881877575?ticket=c328bccf0dc39e8a02c6a7e096982a091a410b82&profile=pass
江西卫视(高清),http://183.45.172.255:9981/stream/channelid/1189404247?ticket=496b6b0c8faa9ccea2e08b00cbbaaeb229c5ee7d&profile=pass
河北卫视,http://183.45.172.255:9981/stream/channelid/2059898000?ticket=f36c57290835c17c582a4c25f13e7faff4d4dec0&profile=pass
河南卫视,http://183.45.172.255:9981/stream/channelid/68958646?ticket=fae1a7a29cfacaea4e5b066afc8f71424779181d&profile=pass
浙江卫视,http://183.45.172.255:9981/stream/channelid/1306373250?ticket=822af137a98e63f540cc90130515ed617b5ce671&profile=pass
浙江卫视(高清),http://183.45.172.255:9981/stream/channelid/1801586812?ticket=2fad7effe87d9251c48e02048afdb860cdcb3349&profile=pass
深圳卫视,http://183.45.172.255:9981/stream/channelid/1212869837?ticket=6b96874aec345804073b24a6171a685998382381&profile=pass
深圳卫视(高清),http://183.45.172.255:9981/stream/channelid/294634181?ticket=54b287a9bfaf1d5a339061cc0c2e091a6ea735b9&profile=pass
游戏风云(特色),http://183.45.172.255:9981/stream/channelid/1514421186?ticket=6d876a3dbcc7486fb71b8f81bc96c86808f32125&profile=pass
游戏风云高清特色,http://183.45.172.255:9981/stream/channelid/334534778?ticket=360f096d7e96d5197355ecfd21a397f3fb813ec2&profile=pass
湖南卫视,http://183.45.172.255:9981/stream/channelid/1853662309?ticket=482350ae2555fc4f2da5b3525a02e593adde9ad0&profile=pass
湖南卫视(高清),http://183.45.172.255:9981/stream/channelid/677261153?ticket=4e1db9bace01cd8c2bccdd66f27ea5670497020c&profile=pass
澳亚卫视,http://183.45.172.255:9981/stream/channelid/1499685385?ticket=7f7dc46b581b4e4ad6149801986ba60fcddb8edd&profile=pass
澳视澳门,http://183.45.172.255:9981/stream/channelid/178829000?ticket=f637bc1ea2d1d76145e0ad7e584742d27507b96d&profile=pass
澳视澳门(高清),http://183.45.172.255:9981/stream/channelid/698580876?ticket=53190b06f7e44d0fe024903aa30360365d624377&profile=pass
甘肃卫视,http://183.45.172.255:9981/stream/channelid/342892162?ticket=0588f8b3cba96aced53ab2d5dad0ff40738a4659&profile=pass
